identifier,description,subject[0],subject[1],subject[2],title,creator,date,collection,language,licenseurl,rights,contributor,credits
ms_1084_1,,15th century,English,Illumination,Canterbury tales,,1425,upenn,enm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_1174_014,,Collection of Sermons,15th century,German,Sermones quadragesimales,,1408,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_197_030,,16th century,Illustration,Miniature,Les regnars traversant les perilleuses voyes des folles fiances du monde,,1505,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_232_011,,Accounts,16th century,French,Pronosticque historial de la félicité future de l'an mil cincq cens et douze,,1512,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_232_015,,Psalter,14th century,French,Psalter,,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_239_006,,16th century,German,England,De tartaro et eius origine in corpore humano,,1561,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_239_025,,Friendship,16th century,Italian,Ad sacratissimum Britanniae regem Henricum,,1508,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_240_015,,Breviary,13th century,English,"Breviary, Cistercian Use",,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_241_002,,Miscellany,15th century,French,Le pèlerinage de la vie humaine,,1437,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_272_017,,16th century,Document,Italian,Diploma in civil and canon law,,1596,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_431_024,,15th century,German,Germany,"Summa de casibus conscientiae, III-VI",,1452,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_439_016,,Biography,15th century,English,Fall of princes,,1465,upenn,enm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_443_021,,Accounts,15th century,French,L'outré d'amour pour amour morte,,1460,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_482_002,,Treatise,16th century,Spanish,De regimine principum,,1500,upenn,spa,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_011,,Collection of Sermons,13th century,Italian,Super cantica canticorum,,1200,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_013,,Bible,12th century,French,Epistolae cum glossis,,1100,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_015,,Commentary,11th Century,Italian,Commentum super libro Porphyrii Isagoge; De decim predicamentis,,1000,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_016,,14th century,France,Damage,Concordantiae multorum librorum ad scientiam,,1300,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_018,,Bible,Chronicle,12th century,"Quaestiones in josue, judicum, regum, machabeis",,1101,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_020,,Treatise,15th century,Italian,Compendium logicae,,1401,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_484_021,,Treatise,12th century,French,Dialogorum … libri quatuor de miraculis,,1100,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_485_008,,Document,16th century,Italian,Ordo ad recipiendum novicias in monasterio,,1548,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
ms_485_022,,Private devotional text,15th century,German,Volentibus igitur facilem ad musicam habere aggressum,,1443,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_013,,Psalter,13th century,Christian,Two leaves from a Psalter,,1250,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_014,,Treatise,15th century,Italian,Liber de consideratione quintae essentiae omnium rerum,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_015,,15th century,16th century,Italian,"Medical, alchemical, and craft materials recipes, 15th and 16th centuries.",,1400,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_016,,15th century,16th century,17th century,Italian alchemical manuscripts and printed selections,,1500,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_017,,16th century,17th century,Italian,Secreta,,1500,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_018,,16th century,17th century,Italian,Lapis philosophorum,,1550,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_029,,Accounts,Document,15th century,"Receipt of Jehan d'Auxy, Maître des eaux et foréts for Picardie and Seneschal of Ponthieu, for salary paid for the term of Candlemas, 1459, March, 1459",,1459,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_030,,Document,15th century,Austrian,"Will, Frauentag 1425 3 April 1425",,1425,upenn,ger,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0095_031,,15th century,French,France,"Book of Hours, Use of Noyon",,1480,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0474_f2b,,Book of Hours,15th century,Italian,Leaf from a Book of Hours,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
mss_0474_f4,,Collection of Sermons,15th century,Christian,Sermones,,1434,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_005_COCH,,15th century,16th century,Italian,Florentine grain dealer account book,,1466,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_007_COCH,,15th century,Italian,Italy,Questo e ellibro che tracta di marcantie et usanze di paesi,,1481,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_056_COCH,,16th century,Spanish,Paper,Libro de thesorero diego de salzedo para deste ano de 1571,,1571,upenn,spa,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_057_COCH,,Accounts,Document,14th century,Memorandum de operationibus apud thorp per dominicam post festum sancti michaelis anno regni ricardi secundi post conquestum secundo,,1378,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_100_COCH,,Treatise,15th century,German,"Volume of works by Nicole Oresme, Maffeo Vegio, and Jordanus von Osnabrück",,1425,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_BH_19_COCH,,14th century,15th century,Italian,Italian notarial record,,1399,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
MSS_LT_055,,15th century,Netherlands,Philosophy,De vita et moribus philosophorum,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS1,,15th century,Italy,Italian,"Recipes and extracts on alchemy, medicine, metal-working, cosmetics, veterinary science, agriculture, wine-making, and other subjects",,1425,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS2,,Treatise,15th century,Italy,Alchemical miscellany,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS3,,Treatise,15th century,Spain,Pretiosa margarita novella,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS4,,Treatise,15th century,16th century,Ars brevis; Ars abbreviata praedicanda,,1490,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS5,,Treatise,15th century,England,Theorica testamentum,,1446,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS6,,Treatise,15th century,Italy,Codicillus,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS7,,Treatise,15th century,Italian,Liber de secretis naturae seu de quinta essentia,,1498,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS8,,16th century,Italian,Italy,"Opera, including Lucidarium artis transmutationis metallorum; extracts from the Sommeta and Violetta; and Epistola",,1557,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
OthmerMS9,,17th century,France,French,Le petit rosaire; Extract on Alchemy from the Roman de la Rose,,1600,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_1,,Bible,13th century,Sephardi,Masoretic Bible,,1266,upenn,heb,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_42,,Psalter,Prayer book,15th century,Psalter,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_43,,Gospels,Commentary,15th century,Gospels with commentary,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_44a,,15th century,History,Italy,Essay on Greek and Roman history,,1457,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_44b,,15th century,Treatise,History,Leonardo Arentino Bruni manuscript,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_45,,15th century,Church Fathers,England,Thomas Aquinas treatises,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_47a,,15th century,Italy,Italian,Gasparino Barzizza text on rhetoric,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
Rendel_Harris_47b,,15th century,Italy,Italian,Gasparino Barzizza text on rhetoric,,1400,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
SCRC_311,,Accounts,15th century,16th century,Ledger of debtors and creditors,,1493,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
spc_mss_133,,Book of Hours,15th century,France,Book of Hours : Use of Toul,,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
SPC_MSS_BH_036_COCH,,15th century,Italian,Italy,Tractato de le soccite,,1425,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
spc_mss_bh_044_coch,,15th century,Italian,Italy,Florentine merchandise and customs document,,1411,upenn,ita,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
spc_mss_lt_085,,15th century,Christian,English,Pore Caitif,,1400,upenn,enm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
swarthmore_bs75_1200z,,Bible,13th century,Christian,Bible,,1250,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_001,,15th century,French,France,La voie de Povreté ou de Richesse (The Way of Poverty or of Wealth),,1430,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_002,,Bible,15th century,French,Bible du XIIIe siècle,,1465,upenn,frm,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_003,,Book of Hours,15th century,Flemish,"Book of Hours, Use of Sarum (""The John Browne Hours"")",,1450,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_004,,Book of Hours,15th century,French,"Book of Hours, use of Rennes",,1405,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_005,,Book of Hours,15th century,Flanders,"Book of Hours, use of Paris",,1425,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
widener_006,,Book of Hours,15th century,French,"Book of Hours, use of Paris",,1415,upenn,lat,http://creativecommons.org/publicdomain/mark/1.0/,Public Domain,Upenn Code (need to get),Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation.
