"identifier","file","description","subject[0]","subject[1]","subject[2]","title","creator","date","collection","language","licenseurl","rights","contributor","credits"
"lewis_e_004","lewis_e_004.pdf","Free Library of Philadelphia, Lewis E 4. Diocese of Treviso, Montello, Italy, 1468. This book contains the text of the Hexameron, a commentary by Ambrose of Milan on the biblical account of the six days of Creation. In red ink at the end of the text, the scribe Guglielmo de Cruces wrote a colophon giving himself credit for finishing the book in 1468 and stating that the copy was destined for use in the Carthusian monastery of Montello in Treviso. The text is followed by three short exempla written in a different hand, drawn from Hugh of Grenoble's De vero iudicio iudicando, the Thesaurus pauperum, and the Exposition of Alan of Lisle on Matthew 26.","15th century","Italy","Treatise","Hexameron","Free Library of Philadelphia","1468","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_005","lewis_e_005.pdf","Free Library of Philadelphia, Lewis E 5. Reims, France, Second half of the 12th century. This manuscript is a twelfth-century copy of a treatise by Saint Anselm of Canterbury (1033-1109), produced in Reims. A medieval scribe entitled this copy De casu primi angeli (On the Fall of the First Angel). The treatise is also known as De casu diaboli (The Fall of the Devil). Using Lucifer's fall from heaven as a point of departure, Anselm discusses the concept of free will in the treatise.","Treatise","12th century","France","De casu diaboli (On the Fall of the Devil)","Free Library of Philadelphia","1150","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_006","lewis_e_006.pdf","Free Library of Philadelphia, Lewis E 6. Reims?, France Italy, 14th century. This manuscript is a fourteenth-century French Antiphonary, for Dominican use, in two parts. The first part is the Antiphonary, and the second part is Antiphons for a weekly cycle of feasts dedicated to the Virgin.","Antiphonary","14th century","French","Antiphonary, Dominican use","Free Library of Philadelphia","1300","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_007","lewis_e_007.pdf","Free Library of Philadelphia, Lewis E 7. Paris, France, Liturgical Use of the Dominican house at Poissy; between 1505 and 1515. This manuscript is an early-sixteenth-century French processional made for the Dominican house of Poissy, north-west of Paris. It contains nine small square miniatures enclosed by gold frames.","16th century","French","France","Processional","Free Library of Philadelphia","1505","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_008","lewis_e_008.pdf","Free Library of Philadelphia, Lewis E 8. Dijon, Burgundy, France, Circa 1475. This manuscript is a fragment of a fifteenth-century French Gradual.","15th century","France","French","Fragments from a Gradual","Free Library of Philadelphia","1475","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_009","lewis_e_009.pdf","Free Library of Philadelphia, Lewis E 9. Germany, Late 15th century; 13th century; 10th century. This manuscript is a late fifteenth-century processional with a binding fragment of an earlier astrological treatise pasted to the back board.","Processional","Astrology","Science","Processional; Astronomical Text binding fragment","Free Library of Philadelphia","1450","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_011","lewis_e_011.pdf","Free Library of Philadelphia, Lewis E 11. Florence?, Italy, 1496. This small format antiphonal of forty-nine folios includes only the antiphons for the Feast of the Purification of the Virgin, Palm Sunday, and the Burial Service. It was written for use by friars officiating for the nuns of an unidentified convent dedicated to Saint Paul, as stated by the contemporary instructions for use written in Italian on the final folio.","15th century","Italian","Italy","Antiphonary","Free Library of Philadelphia","1496","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_014","lewis_e_014.pdf","Free Library of Philadelphia, Lewis E 14. Italy, Circa 1465; no later than 1471 on account of ownership inscription. This volume contains the De censuris ecclesiasticis, a theological treatise relating to ecclesiastical censures by Antoninus of Florence (1389-1459), Dominican Friar and Archbishop of Florence, as well as three Papal Bulls: Bulla Cum in omnibus iudiciis (May 11, 1464, Paul II); Constitutiones (November 17, 1461, Pius II); and Bulla Cum detestabile scelus (November 23, 1464, Paul II). These Papal Bulls often accompany the De censuris; the second printed edition of 1476 contains these three, plus one later bull.","Treatise","15th century","Christian","De censuris ecclesiasticis; Three papal bulls","Free Library of Philadelphia","1464","upenn","lat","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_016","lewis_e_016.pdf","Free Library of Philadelphia, Lewis E 16. Germany, Circa 1465. This is a fifteenth-century manuscript on paper, which contains a German translation of Pseudo Aristotle, Secreta Secretorum.","15th century","Paper","German","Secreta secretorum (Secrets of Secrets)","Free Library of Philadelphia","1465","upenn","gmh","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
"lewis_e_017","lewis_e_017.pdf","Free Library of Philadelphia, Lewis E 17. Austro-Bavaria, 16th century. This manuscript contains an armorial of sixteenth-century Austro-Bavarian nobility.","Armorial","16th century","German","Armorial","Free Library of Philadelphia","1500","upenn","ger","http://creativecommons.org/publicdomain/mark/1.0/","Public Domain","Upenn Code (need to get)","Digitized through the Bibliotheca Philadelphiensis project. Bibliotheca Philadelphiensis is supported by a Digitizing Hidden Collections grant from the Council on Library and Information Resources (CLIR). The grant program is made possible by funding from The Andrew W. Mellon Foundation."
